"id","monthly_rent_payment","overcrowding_by_bedrooms","number_of_all_rooms_in_the_house","overcrowding_by_rooms","has_bathroom_in_the_household","if_the_household_has_refrigerator","males_younger_than_12_years_of_age","males_12_years_of_age_and_older","total_males_in_the_household","females_younger_than_12_years_of_age","females_12_years_of_age_and_older","total_females_in_the_household","persons_younger_than_12_years_of_age","persons_12_years_of_age_and_older","number_of_persons_living_in_the_household","years_of_schooling","years_behind_in_school","household_size","if_predominant_material_on_the_outside_wall_is_block_or_brick","if_predominant_material_on_the_outside_wall_is_socket_wood_zinc_or_absbesto","if_predominant_material_on_the_outside_wall_is_prefabricated_or_cement","if_predominant_material_on_the_outside_wall_is_waste_material","if_predominant_material_on_the_outside_wall_is_wood","if_predominant_material_on_the_outside_wall_is_zink","if_predominant_material_on_the_outside_wall_is_natural_fibers","if_predominant_material_on_the_outside_wall_is_other","if_predominant_material_on_the_floor_is_mosaic_ceramic_terrazo","if_predominant_material_on_the_floor_is_cement","if_predominant_material_on_the_floor_is_other","if_predominant_material_on_the_floor_is_natural_material","if_no_floor_at_the_household","if_predominant_material_on_the_floor_is_wood","if_predominant_material_on_the_roof_is_metal_foil_or_zink","if_predominant_material_on_the_roof_is_fiber_cement_mezzanine","if_predominant_material_on_the_roof_is_natural_fibers","if_predominant_material_on_the_roof_is_other","if_the_house_has_ceiling","if_water_provision_inside_the_dwelling","if_water_provision_outside_the_dwelling","if_no_water_provision","electricity_from_cnfl_ice_esph_or_jasec","electricity_from_private_plant","no_electricity_in_the_dwelling","no_toilet_in_the_dwelling","toilet_connected_to_septic_tank","toilet_connected_to_black_hole_or_letrine","toilet_connected_to_other_system","no_main_source_of_energy_used_for_cooking_no_kitchen","main_source_of_energy_used_for_cooking_electricity","main_source_of_energy_used_for_cooking_gas","main_source_of_energy_used_for_cooking_wood_charcoal","if_rubbish_disposal_mainly_by_tanker_truck","if_rubbish_disposal_mainly_by_botan_hollow_or_buried","if_rubbish_disposal_mainly_by_burning","if_rubbish_disposal_mainly_by_throwing_in_an_unoccupied_space","if_rubbish_disposal_mainly_other","if_walls_are_bad","if_walls_are_regular","if_walls_are_good","if_roof_are_bad","if_roof_are_regular","if_roof_are_good","if_floor_are_bad","if_floor_are_regular","if_floor_are_good","if_disable_person","if_male","if_female","if_less_than_10_years_old","if_free_or_coupled_uunion","if_married","if_divorced","if_separated","if_single","if_household_head","household_level_identifier","number_of_children_0_to_19_in_household","number_of_adults_in_household","no_of_individuals_65_plus_in_the_household","of_total_individuals_in_the_household","dependency","edjefe","edjefa","meaneduc","no_level_of_education","incomplete_primary","complete_primary","incomplete_academic_secondary_level","complete_academic_secondary_level","incomplete_technical_secondary_level","complete_technical_secondary_level","undergraduate_and_higher_education","postgraduate_higher_education","bedrooms","overcrowding","own_and_fully_paid_house","own_paying_in_installments","rented","precarious","other_assigned_borrowed","if_the_household_has_notebook_or_desktop_computer","if_the_household_has_tv","no_of_mobile_phones","region_central","region_chorotega","region_pacafico_central","region_huetar_atlantica","region_huetar_norte","area_zona_urbana","area_zona_rural","age_in_years","years_of_education_of_male_head_of_household_squared","target"
"ID_9a52fe8b7",0,0,8,0,1,1,1,0,1,0,3,3,1,3,4,10,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"371cc5e17",1,3,0,4,0.33333334,0,11,12.666667,0,0,0,0,1,0,0,0,0,5,0.80000001,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,46,0,"four"
"ID_46cbf09a4",0,0,3,0,1,1,0,1,1,0,1,1,0,2,2,3.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"cbb3da53c",0,2,2,2,8,6,0,3.5,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,76,36,"two"
"ID_3b470df14",0,0,4,0,1,1,0,1,1,2,2,4,2,3,5,6,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"d992c9971",3,2,0,5,1.5,11,0,11,0,0,0,0,1,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,55,121,"four"
"ID_e4c5bed31",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,5.66666666666667,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"fdf2567db",0,3,0,3,0,5,0,5.6666665,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,3,0,0,0,1,0,1,0,63,25,"four"
"ID_df05b9e45",0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,2.5,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,"62c28e034",0,2,2,2,8,0,2,2.5,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,67,0,"four"
"ID_989352628",0,0,7,0,1,1,1,0,1,2,1,3,3,1,5,3.25,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"312656a89",3,1,0,4,3,0,9,9,0,0,0,1,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0,29,0,"one"
"ID_2fbdd5a83",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,11.3333333333333,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"3fc804972",0,3,0,3,0,12,0,11.333333,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,61,144,"four"
"ID_45697315c",0,0,1,1,1,1,1,1,2,0,1,1,1,2,3,2.33333333333333,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"180d40332",1,2,0,3,0.5,1,0,3.5,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,30,1,"three"
"ID_4a0e8a0ab",0,0,9,0,1,1,0,0,0,1,1,2,1,1,7,4.5,0.5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"9e42f886c",1,1,0,2,1,0,6,6,0,0,1,0,0,0,0,0,0,6,1.1666666,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,29,0,"four"
"ID_a31274054",0,0,3,0,0,0,2,2,4,0,1,1,2,3,5,3.4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,"e87e70c06",3,2,0,5,1.5,2,0,4,0,1,0,0,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,40,4,"two"
"ID_f8bf25528",0,0,6,0,1,1,0,3,3,0,1,1,0,4,4,6.5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"a20ff33ba",1,3,1,4,1,0,9,8.666667,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,48,0,"two"
"ID_fd5eaf510",250000,0,5,0,1,1,0,3,3,0,1,1,0,4,4,13.25,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"e88fba080",0,4,0,4,0,16,0,13.25,0,0,0,0,0,0,0,1,0,3,1.3333334,0,0,1,0,0,1,1,4,1,0,0,0,0,1,0,63,256,"four"
"ID_6a95e6fc3",0,0,5,0,1,0,0,2,2,0,2,2,0,4,4,4,1.75,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"a468fcd2a",2,2,0,4,1,0,2,4,0,1,0,0,0,0,0,0,0,3,1.3333334,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,40,0,"four"
"ID_cae9f9c2d",0,0,4,0,1,1,2,1,3,0,1,1,2,2,4,3,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"4068104c2",2,2,0,4,1,6,0,6,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,33,36,"two"
"ID_2bad6cc63",0,0,5,0,1,1,0,0,0,0,1,1,0,1,1,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"b55db9c90",0,1,1,1,8,0,5,5,0,1,0,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,72,0,"three"
"ID_19cb07adb",0,0,3,0,1,1,0,0,0,0,2,2,0,2,2,9.5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"2be59b42c",1,1,0,2,1,0,11,11,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,38,0,"three"
"ID_61ef39ec5",0,0,7,0,1,1,0,2,2,0,1,1,0,3,3,11.3333333333333,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"d9bb7c815",0,3,0,3,0,0,9,11.333333,0,0,0,1,0,0,0,0,0,4,0.75,1,0,0,0,0,1,1,3,1,0,0,0,0,1,0,54,0,"four"
"ID_65c7596f1",0,0,6,0,1,1,0,1,1,0,1,1,0,2,2,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"c9a19e08a",0,2,2,2,8,6,0,6,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,77,36,"three"
"ID_d0f48a1ea",0,0,3,0,1,1,0,1,1,0,0,0,0,1,1,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,"e453d01f8",0,1,0,1,0,5,0,5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,63,25,"one"
"ID_d43b03397",0,0,7,0,1,0,1,3,4,1,3,4,2,6,8,4,0.25,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"7b7ebaf70",3,5,0,8,0.60000002,0,0,5,1,0,0,0,0,0,0,0,0,5,1.6,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,52,0,"three"
"ID_c269ea3da",0,0,6,0,1,1,1,2,3,0,2,2,1,4,5,8,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"4aa55849b",2,3,0,5,0.66666669,0,7,12.666667,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,51,0,"four"
"ID_2dc0a1daa",0,0,3,0,1,1,0,1,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,"188e498f3",0,1,1,1,8,2,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,72,4,"three"
"ID_1902e8179",0,0,7,0,1,1,0,2,2,0,1,1,0,3,3,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"d64a0f97e",0,3,1,3,0.5,6,0,7,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,67,36,"three"
"ID_3794053f6",0,0,7,0,1,1,1,4,5,1,3,4,2,7,9,4.55555555555556,0.666666666666667,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"ae489f548",4,5,0,9,0.80000001,0,2,5.4000001,0,1,0,0,0,0,0,0,0,5,1.8,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,60,0,"two"
"ID_3cc10dd42",0,1,2,1,1,1,3,0,3,2,2,4,5,2,7,1.71428571428571,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,"0c7de4f5c",5,2,0,7,2.5,0,0,2,1,0,0,0,0,0,0,0,0,2,3.5,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,48,0,"one"
"ID_e4d918a0d",119813,0,4,0,1,1,0,0,0,0,1,1,0,1,1,17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"cad4908f4",0,1,0,1,0,0,17,17,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,46,0,"four"
"ID_66af21ee8",50000,0,3,0,1,1,0,2,2,0,1,1,0,3,3,7,0.333333333333333,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"855da429c",1,2,1,3,2,9,0,6,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,65,81,"one"
"ID_5ea92221e",0,0,6,0,1,1,0,2,2,0,2,2,0,4,4,4.5,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"3677a8765",0,4,3,4,3,0,6,4.5,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,76,0,"four"
"ID_9bb845c47",0,0,5,0,1,1,0,2,2,0,2,2,0,4,4,7,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"ab8a609f1",1,3,0,4,0.33333334,3,0,9.333333,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,4,1,0,0,0,0,1,0,48,9,"four"
"ID_ba67de39c",0,0,6,0,1,1,1,1,2,1,1,2,2,2,4,7.5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,"9068c2a6f",2,2,0,4,1,0,15,15,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,40,0,"four"
"ID_b5fb0ff78",0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,9,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"915b94685",0,2,1,2,1,9,0,9,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,64,81,"four"
"ID_d903b447c",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,8.66666666666667,0.333333333333333,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"bdf98fb97",1,2,0,3,0.5,6,0,8.5,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,50,36,"two"
"ID_e850e149f",0,0,4,0,1,1,0,2,2,0,4,4,0,6,6,6,1.66666666666667,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,"d010ca6b3",4,2,0,6,2,3,0,17,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,42,9,"one"
"ID_99ab04d8f",0,0,6,0,1,1,0,1,1,0,1,1,0,2,2,15.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"dabdfbd6b",0,2,2,2,8,16,0,15.5,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,1,1,2,1,0,0,0,0,1,0,74,256,"four"
"ID_f7eff151f",0,0,6,0,1,1,0,1,1,0,3,3,0,4,4,10.75,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"ba72fdadb",2,2,0,4,1,15,0,13,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,4,1,0,0,0,0,1,0,61,225,"three"
"ID_f7d98961c",0,0,5,0,1,1,0,2,2,0,2,2,0,4,4,9.5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"7e2160512",1,3,0,4,0.33333334,6,0,12.666667,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,50,36,"three"
"ID_9ddb0c554",0,0,6,0,1,1,0,4,4,0,1,1,0,5,5,7.4,0.2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"ec7b03688",3,2,0,5,1.5,6,0,11,0,0,1,0,0,0,0,0,0,4,1.25,0,0,0,0,1,0,1,5,1,0,0,0,0,1,0,42,36,"two"
"ID_3d352f7af",0,0,4,0,1,1,0,0,0,0,2,2,0,2,2,4.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,"7391ee01e",0,2,1,2,1,0,3,4.5,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,67,0,"four"
"ID_dc12fa97f",120000,0,4,0,1,1,1,1,2,2,1,3,3,2,5,4.8,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"8213b1f4f",3,2,0,5,1.5,7,0,11,0,0,0,1,0,0,0,0,0,3,1.6666666,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,38,49,"four"
"ID_ec8b14b52",290975,0,5,0,1,1,0,2,2,0,2,2,0,4,4,10.75,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"549637731",2,2,0,4,1,14,0,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,47,196,"four"
"ID_e308fac6c",0,0,4,0,1,1,0,1,1,1,2,3,1,3,4,6.5,0.25,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"92bf5dc1f",2,2,0,4,1,11,0,8.5,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,38,121,"four"
"ID_f807e3ae2",399378,0,6,0,1,0,0,0,0,0,1,1,0,1,4,14,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"72442f7fc",0,1,0,1,0,0,14,14,0,0,0,0,0,0,0,1,0,4,1,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,23,0,"four"
"ID_15c481789",2353477,0,9,0,1,1,0,2,2,0,3,3,0,5,5,16.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"563cc81b7",0,2,0,2,0,0,14,16.5,0,0,0,0,0,0,0,1,0,6,0.83333331,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,57,0,"four"
"ID_dec6bd3dd",0,0,7,0,1,1,2,1,3,0,2,2,2,3,5,4.8,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,"b6b9d2b71",2,3,2,5,4,0,11,7.6666665,0,0,0,0,1,0,0,0,0,4,1.25,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,84,0,"one"
"ID_2f4602265",0,0,4,0,1,1,1,0,1,1,1,2,2,1,3,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,"1170b9ed6",2,1,0,3,2,0,6,6,0,0,1,0,0,0,0,0,0,2,1.5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,28,0,"two"
"ID_581e520f9",0,0,4,0,1,1,2,0,2,2,2,4,4,2,6,1,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"4782e3807",4,2,0,6,2,0,4,2,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,58,0,"one"
"ID_78756b80a",0,0,4,0,1,1,0,0,0,0,1,1,0,1,1,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"c86397adb",0,1,0,1,0,0,6,6,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55,0,"two"
"ID_58a290ffa",0,0,6,0,1,1,0,2,2,0,0,0,0,2,2,8,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,"41df023f9",0,2,0,2,0,5,0,8,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,63,25,"four"
"ID_e99185287",50000,0,4,0,1,1,2,1,3,0,1,1,2,2,4,3.5,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"5c62a3579",2,2,0,4,1,4,0,6.5,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,36,16,"two"
